date,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13
11/29/2020 1:00,-147.4761993,-393.4920166,-1495.024715,-396.559504,371.657433,-475.9150716,393.1482998,-300.118445,-282.5959914,549.3836036,-292.1102753,-189.15574,4086.858622
11/29/2020 2:00,36.66217383,39.27360237,-1679.237057,-456.8841512,368.9990248,-415.028682,412.1433453,-281.7629464,-283.8275872,549.9063118,-291.9450704,-189.2596005,4086.860637
11/29/2020 3:00,71.15014964,640.0257519,-1818.715552,-509.8205575,361.8036084,-353.0958971,430.9024654,-263.3822565,-285.0529205,550.424579,-291.7784671,-189.3635187,4086.862615
11/29/2020 4:00,-133.1596696,1276.404284,-1893.206426,-553.9599837,349.8033123,-290.2567651,449.4109797,-244.9787632,-286.2719599,550.9383946,-291.6104642,-189.4674945,4086.864556
11/29/2020 5:00,-139.9596411,1544.254009,-1882.734958,-587.6153653,332.7318894,-226.6522336,467.6542078,-226.5548543,-287.4846738,551.4477477,-291.4410606,-189.5715277,4086.86646
11/29/2020 6:00,284.0983559,952.3344502,-1771.588003,-608.6200599,310.4474696,-162.4208154,485.6174694,-208.1129178,-288.6910305,551.9526275,-291.2702552,-189.6756183,4086.868327
11/29/2020 7:00,-244.7805077,-520.4311669,-1556.91298,-617.0857846,283.3291037,-97.70377593,503.2860841,-189.6553415,-289.8909985,552.4530234,-291.0980467,-189.7797662,4086.870157
11/29/2020 8:00,152.7416944,-1588.387183,-1239.002686,-613.7775849,251.9084687,-32.65148958,520.6453715,-171.1845134,-291.0845462,552.9489245,-290.9244341,-189.8839713,4086.871949
11/29/2020 9:00,-239.7650682,-1716.150949,-824.6889509,-599.2261572,216.4911784,32.57738354,537.6806511,-152.7028212,-292.271642,553.4403201,-290.7494162,-189.9882335,4086.873705
11/29/2020 10:00,-177.4538385,-1168.600104,-345.5903037,-573.9576973,177.3863782,97.81615143,554.3772427,-134.212653,-293.4522544,553.9271994,-290.5729917,-190.0925527,4086.875424
11/29/2020 11:00,120.3552406,-254.1038537,165.6133926,-538.5387655,134.9524238,162.8892759,570.7204658,-115.7163966,-294.6263516,554.4095516,-290.3951597,-190.1969288,4086.877106
11/29/2020 12:00,10.81374424,847.4274542,677.6117002,-493.5424815,89.56144437,227.6140049,586.6956401,-97.21643989,-295.7939022,554.8873659,-290.2159188,-190.3013617,4086.87875
11/29/2020 13:00,95.57882358,1619.427895,1159.094181,-439.5419651,41.58969803,291.8034574,602.2880851,-78.71517073,-296.9548745,555.3606316,-290.035268,-190.4058514,4086.880358
11/29/2020 14:00,200.6819146,1947.167258,1578.750399,-377.1103359,-8.585796907,355.2699921,617.4831206,-60.21497704,-298.1092369,555.8293379,-289.853206,-190.5103977,4086.881928
11/29/2020 15:00,-26.36751246,1945.34646,1907.720755,-306.8207138,-60.58658103,417.8245266,632.266066,-41.7182467,-299.2569579,556.293474,-289.6697318,-190.6150005,4086.883462
11/29/2020 16:00,-151.3580204,1733.101595,2127.128508,-229.2462183,-114.0286463,479.2724301,646.6222411,-23.2273676,-300.3980059,556.7530292,-289.4848442,-190.7196598,4086.884959
11/29/2020 17:00,76.92740541,1391.786632,2225.233462,-144.9599692,-168.5254599,539.4165468,660.5369654,-4.744727627,-301.5323492,557.2079927,-289.298542,-190.8243755,4086.886418
11/29/2020 18:00,243.0450077,905.6958444,2206.749585,-54.93877933,-223.6901835,598.0594154,673.9955586,13.72728532,-302.6599564,557.6583537,-289.110824,-190.9291474,4086.887841
11/29/2020 19:00,-42.68477639,229.3715646,2081.805838,38.39328648,-279.1359787,655.0035745,686.9833403,32.18628337,-303.7807957,558.1041015,-288.9216892,-191.0339755,4086.889227
