date,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12
11/29/2020 13:00,29.60264241,24.41670958,20.76678793,-2.757610587,14.15371017,0.318242882,-15.54278292,9.303307033,11.26895438,28.89280267,-3.948748519,64.48598497
11/29/2020 14:00,21.48922966,24.89801735,25.33635442,-3.864116416,14.93285496,0.799060383,-15.30379853,9.254633451,11.24642466,28.89319099,-3.947825122,64.48597418
11/29/2020 15:00,1.182175419,21.85031414,27.8263336,-4.934295246,15.64561932,1.281091864,-15.06328067,9.205577043,11.22383009,28.89357108,-3.946900086,64.48596344
11/29/2020 16:00,-16.78642927,15.79411853,28.27115165,-5.949998331,16.28703974,1.764134768,-14.82125036,9.156140219,11.20117081,28.89394292,-3.94597341,64.48595273
11/29/2020 17:00,-22.28681439,7.303752733,26.90482151,-6.894146234,16.85215267,2.247986535,-14.57772865,9.106325386,11.17844695,28.89430651,-3.945045094,64.48594207
11/29/2020 18:00,-19.89736371,-2.05084124,23.98795158,-7.753721035,17.33599458,2.732444607,-14.33273654,9.056134952,11.15565865,28.89466186,-3.944115138,64.48593145
11/29/2020 19:00,-19.56770948,-9.428472886,19.78216205,-8.516716595,17.73360195,3.217306425,-14.08629508,9.005571326,11.13280602,28.89500895,-3.943183542,64.48592087
11/29/2020 20:00,-23.42926529,-12.98617033,14.5490731,-9.171126777,18.04001124,3.70236943,-13.83842529,8.954636915,11.10988921,28.89534778,-3.942250304,64.48591033
11/29/2020 21:00,-25.84470462,-15.19970187,8.550304915,-9.704945443,18.25025892,4.187431063,-13.58914819,8.903334129,11.08690834,28.89567835,-3.941315424,64.48589983
11/29/2020 22:00,-21.99280822,-18.39872846,2.047477685,-10.10616646,18.35938146,4.672288767,-13.33848482,8.851665374,11.06386355,28.89600066,-3.940378903,64.48588937
11/29/2020 23:00,-15.92961796,-19.49496761,-4.698470803,-10.36278368,18.36241587,5.156739426,-13.0864562,8.799633059,11.04075497,28.8963147,-3.93944074,64.48587895
11/30/2020 0:00,-14.05637437,-15.14379538,-11.3777455,-10.4632845,18.25493943,5.640533238,-12.83308336,8.747239592,11.01758273,28.89662047,-3.938500934,64.48586858
11/30/2020 1:00,-16.31421153,-5.933027161,-17.46821848,-10.39893058,18.03549778,6.123226223,-12.57838732,8.694487382,10.99434697,28.89691796,-3.937559485,64.48585824
11/30/2020 2:00,-19.01033752,5.207337023,-22.36950321,-10.16475676,17.70651522,6.604268997,-12.32238912,8.641378836,10.97104781,28.89720717,-3.936616393,64.48584795
11/30/2020 3:00,-25.72893743,14.39760624,-25.47454522,-9.757100752,17.27172683,7.083104224,-12.06510979,8.587916362,10.94768539,28.89748811,-3.935671657,64.48583769
11/30/2020 4:00,-16.32887367,18.02276687,-26.1754672,-9.173954732,16.73569739,7.559176516,-11.80657034,8.534102369,10.92425983,28.89776076,-3.934725278,64.48582748
11/30/2020 5:00,19.09788821,15.33932159,-24.05744599,-8.418976172,16.10329798,8.031930481,-11.54679182,8.479939264,10.90077128,28.89802512,-3.933777253,64.48581731
11/30/2020 6:00,51.99434838,7.225972997,-19.52373079,-7.505523587,15.37998436,8.500833784,-11.28579524,8.425429456,10.87721986,28.89828119,-3.932827585,64.48580718
11/30/2020 7:00,-32.11270231,-4.199901484,-13.30796864,-6.450212855,14.5723098,8.9654463,-11.02360163,8.370575353,10.8536057,28.89852896,-3.931876271,64.48579709
11/30/2020 8:00,-49.30416209,-14.26972229,-6.177319699,-5.269968578,13.68711326,9.42535096,-10.76023203,8.315379363,10.82992894,28.89876843,-3.930923311,64.48578704
11/30/2020 9:00,-56.64245069,-18.27679813,1.104465693,-3.981737514,12.73125586,9.880130695,-10.49570746,8.259843894,10.80618971,28.8989996,-3.929968706,64.48577703
11/30/2020 10:00,-12.00721146,-13.44178976,7.878212869,-2.602470114,11.71160241,10.32936843,-10.23004894,8.203971354,10.78238814,28.89922247,-3.929012454,64.48576706
11/30/2020 11:00,51.7014778,-3.252079399,13.85190302,-1.149116827,10.6350177,10.77264711,-9.963277506,8.147764152,10.75852435,28.89943702,-3.928054556,64.48575714
11/30/2020 12:00,59.91745229,7.230101268,18.82445384,0.361371898,9.508366541,11.20954965,-9.695414187,8.091224695,10.73459849,28.89964327,-3.927095011,64.48574725
11/30/2020 13:00,42.45467957,14.4323882,22.59478305,1.91204561,8.338513739,11.63965898,-9.426480008,8.034355392,10.71061069,28.89984119,-3.926133818,64.48573741
11/30/2020 14:00,16.005593,18.34395151,24.96180834,3.48595386,7.132324096,12.06255804,-9.156495997,7.97715865,10.68656107,28.9000308,-3.925170978,64.4857276
11/30/2020 15:00,-11.89089298,19.84019682,25.73173089,5.066146199,5.896662417,12.47782976,-8.885483182,7.919636878,10.66244977,28.90021208,-3.924206489,64.48571784
11/30/2020 16:00,-30.74027121,19.52723694,24.79436851,6.635755583,4.638393507,12.88505706,-8.613462591,7.861792484,10.63827692,28.90038504,-3.923240353,64.48570812
