no,no,no,no,no,no,no,no,no,no,no,no,no
1.384003377,3.724099551,-3.938043708,-20.47669181,10.09682853,-3.925872994,-10.11294193,-4.204805843,4.351010345,-1.276462488,9.570803281,-20.43797713,36.81605082
-6.751057338,7.758650501,-1.611475898,-16.32677223,6.484066785,-4.481425048,-9.696594719,-4.021426501,4.929038816,-1.344403722,9.580497901,-20.42638196,36.81728341
-13.59221207,10.49765544,0.632355445,-11.04306009,2.670738954,-5.035575362,-9.224884427,-3.820231517,5.503205529,-1.411772997,9.590041901,-20.41477674,36.81851593
-14.25162147,10.47540438,2.629642359,-4.929219982,-1.232782872,-5.580413263,-8.699395344,-3.602292056,6.07321487,-1.478558829,9.599435275,-20.40316146,36.81974839
-8.515042917,7.187592886,4.498768083,1.711083515,-5.11612661,-6.107599798,-8.122140038,-3.368679278,6.638771227,-1.544749733,9.608678016,-20.39153612,36.82098077
-2.052166556,2.569701513,5.912263603,8.574185818,-8.868920174,-6.608362775,-7.49556432,-3.120464346,7.199578987,-1.610334222,9.617770117,-20.37990072,36.82221308
8.359865628,-2.79548216,6.45290025,15.35632683,-12.38079148,-7.073489927,-6.822554071,-2.858718424,7.755342535,-1.675300811,9.626711572,-20.36825526,36.82344532
13.71243534,-7.333980642,5.813541973,21.73394023,-15.54136844,-7.493340472,-6.10642369,-2.584512672,8.305766259,-1.739638016,9.635502372,-20.35659973,36.82467749
9.098205058,-9.737872041,3.887163287,27.27812398,-18.24027898,-7.857917857,-5.350843347,-2.298918254,8.850554546,-1.803334351,9.644142512,-20.34493414,36.82590958
2.22899395,-10.06338347,1.102488095,31.39921892,-20.367151,-8.157147834,-4.559560904,-2.003006332,9.389411782,-1.86637833,9.652631984,-20.33325847,36.82714161
-1.202890333,-8.975982243,-1.601493282,33.36605123,-21.81161242,-8.38095443,-3.736325952,-1.697848067,9.922042355,-1.928758469,9.660970781,-20.32157273,36.82837356
-5.55309558,-6.413340218,-3.393406516,32.53516556,-22.49206475,-8.520452827,-2.884865836,-1.384514624,10.44815065,-1.990463281,9.669158897,-20.30987692,36.82960544
-8.806375113,-2.967404214,-3.750020167,28.67720989,-22.44478383,-8.571569807,-2.008801916,-1.064077163,10.96744106,-2.051481282,9.677196325,-20.29817103,36.83083726
-11.960801,0.885489184,-2.648235514,22.10185562,-21.74485215,-8.532733539,-1.111629716,-0.737606848,11.47961796,-2.111800986,9.685083058,-20.28645506,36.832069
-9.039595959,4.001214563,-0.513281342,13.49285109,-20.46578506,-8.4069133,-0.196680731,-0.40617484,11.98438574,-2.171410908,9.692819089,-20.27472901,36.83330066
1.569557679,6.263716315,1.943167549,3.606780468,-18.68001114,-8.198187536,0.732735938,-0.070852303,12.4814488,-2.230299563,9.700404411,-20.26299287,36.83453226
9.513605988,7.845657038,3.955530521,-6.799212878,-16.45995896,-7.910512747,1.673189244,0.267289602,12.97051151,-2.288455465,9.707839016,-20.25124665,36.83576378
8.345587733,8.661624965,4.887105251,-16.97488221,-13.87805709,-7.547813799,2.621216502,0.607179713,13.45127827,-2.345867128,9.7151229,-20.23949034,36.83699523
6.682602995,8.72252403,4.445303086,-26.22447146,-11.00673411,-7.114015552,3.573355029,0.947746866,13.92345345,-2.402523069,9.722256053,-20.22772394,36.83822661
6.074655226,7.261669573,2.843584822,-34.00358881,-7.918418583,-6.613042872,4.52614214,1.287919899,14.38674146,-2.4584118,9.72923847,-20.21594744,36.83945792
6.573568074,4.568669511,0.531272938,-39.81181689,-4.685539091,-6.048820622,5.476115151,1.626627651,14.84084666,-2.513521837,9.736070144,-20.20416085,36.84068915
7.720624119,0.892781201,-2.009489585,-43.14878558,-1.382405821,-5.425273664,6.419811376,1.962798958,15.28547346,-2.567841695,9.742751067,-20.19236416,36.84192032
7.622279364,-2.791911422,-4.298144777,-43.50896402,1.913095305,-4.746326862,7.353768133,2.295362659,15.72032624,-2.621359888,9.749281234,-20.18055737,36.84315141
3.858791385,-6.033601342,-5.859349666,-40.4147476,5.134694942,-4.015905079,8.274522736,2.62324759,16.14510938,-2.674064931,9.755660636,-20.16874048,36.84438242
-2.383580245,-7.497768876,-6.148915925,-33.64082355,8.210855598,-3.237933179,9.178612501,2.945382591,16.55952727,-2.725945338,9.761889267,-20.15691348,36.84561337
-8.37780712,-5.553403316,-4.641232451,-23.71825705,11.06773506,-2.416336026,10.06257474,3.260696497,16.9632843,-2.776989625,9.76796712,-20.14507637,36.84684424
-3.354460169,1.10180575,-1.878449684,-11.59405208,13.63149112,-1.555038481,10.92294678,3.568118147,17.35608486,-2.827186305,9.773894189,-20.13322916,36.84807504
7.207641167,7.003688337,1.313859011,1.722939211,15.82828155,-0.65796541,11.75626592,3.866576379,17.73763332,-2.876523894,9.779670466,-20.12137183,36.84930576
4.9448689,6.673892524,4.169110748,15.22386467,17.58426416,0.270958326,12.55906949,4.155000029,18.10763409,-2.924990906,9.785295944,-20.10950439,36.85053642
0.411702187,1.832321069,6.234360816,27.89987214,18.82559672,1.227807861,13.3278948,4.432317937,18.46579154,-2.972575856,9.790770617,-20.09762683,36.85176699
0.264800229,-4.01427746,7.377638656,38.74210948,19.47843703,2.208658334,14.05927917,4.697458939,18.81181006,-3.019267258,9.796094478,-20.08573915,36.8529975
-3.964559406,-6.545241929,7.447759968,46.77240733,19.46902239,3.209505363,14.74975991,4.949351872,19.14539404,-3.065053628,9.801267519,-20.07384136,36.85422793
-4.365662929,-4.05026234,6.657456713,51.16959501,18.72531147,4.224623188,15.39587433,5.186925576,19.46624787,-3.10992348,9.806289734,-20.06193343,36.85545829
-0.493410614,1.588212471,5.282243874,51.37676864,17.20244111,5.242430971,15.99415976,5.409108886,19.77407592,-3.153865328,9.811161117,-20.05001539,36.85668858
2.913161362,6.39324112,3.070603904,47.38374566,14.95607421,6.24976145,16.5411535,5.614830641,20.0685826,-3.196867687,9.815881659,-20.03808721,36.85791879
2.751240734,6.106133439,-0.481471207,39.78244589,12.11608408,7.235149903,17.03339288,5.803019679,20.34947228,-3.238919072,9.820451355,-20.0261489,36.85914893
0.229173023,0.078252582,-4.979245089,29.2911862,8.825525313,8.187597829,17.46741521,5.972604837,20.61644936,-3.280007998,9.824870197,-20.01420046,36.86037899
-1.950423725,-6.263059721,-8.688232482,16.62828347,5.227452464,9.096106726,17.8397578,6.122514953,20.86921821,-3.320122979,9.829138178,-20.00224188,36.86160898
-2.132585754,-6.703652174,-9.573103394,2.512054547,1.46492011,9.949678095,18.14695798,6.251678864,21.10748324,-3.359252529,9.833255292,-19.99027317,36.8628389
0.862185839,1.465127802,-6.170496292,-12.28625167,-2.319017178,10.73731343,18.38555305,6.359025408,21.33094881,-3.397385164,9.837221532,-19.97829432,36.86406874
2.813766736,7.106461205,0.497495792,-26.7148369,-5.981304828,11.44801424,18.55208033,6.443483422,21.53931932,-3.434509399,9.84103689,-19.96630532,36.86529851
-3.291786524,0.803016743,7.878872612,-39.35766426,-9.378888269,12.07078201,18.64307714,6.503981745,21.73229916,-3.470613747,9.84470136,-19.95430618,36.86652821
1.731922428,-7.683691584,10.80638886,-48.6326369,-12.36871293,12.59461825,18.6550808,6.539449214,21.90959272,-3.505686724,9.848214936,-19.94229689,36.86775783
4.751332723,-4.975555314,5.461763427,-53.55325938,-14.80772424,13.00852445,18.58431679,6.549118289,22.07091257,-3.539716844,9.851577609,-19.93027746,36.86898737
-6.04794318,8.337129353,-4.100271074,-54.95676025,-16.55292604,13.30150212,18.42568863,6.533489945,22.21602477,-3.572692621,9.854789374,-19.91824787,36.87021684
-1.029474367,6.011459952,-11.10896046,-54.08873467,-17.49718933,13.46249047,18.17355149,6.49358487,22.3447863,-3.604602572,9.857850222,-19.90620813,36.87144624
9.971378247,-4.749262365,-13.99058717,-52.03220862,-17.67370611,13.48019882,17.82279235,6.430477773,22.45707481,-3.635435209,9.860760149,-19.89415823,36.87267556
9.97565059,-9.486475727,-12.87280188,-49.58545541,-17.14533183,13.34503015,17.37122607,6.345236386,22.55277493,-3.665179048,9.863519145,-19.88209817,36.87390481
-0.775394625,-7.585446308,-8.62912413,-46.84992613,-15.98718286,13.05619521,16.82276847,6.238900529,22.63179921,-3.693822604,9.866127206,-19.87002795,36.87513398
-16.79568354,-2.371743958,-2.466792223,-43.75786054,-14.28578074,12.62287406,16.1827713,6.112503043,22.69406718,-3.721354391,9.868584323,-19.85794757,36.87636308
-19.22044111,2.381135683,4.366180114,-40.24149841,-12.12971965,12.05631934,15.45658627,5.967076771,22.73949835,-3.747762924,9.87089049,-19.84585703,36.8775921
-6.548147631,6.052952339,10.62177916,-36.23307949,-9.607593727,11.3677837,14.64956514,5.803654554,22.76801225,-3.773036717,9.8730457,-19.83375631,36.87882104
-4.390778086,8.706960403,15.05199118,-31.66484355,-6.807997126,10.56851977,13.76705962,5.623230259,22.77956738,-3.797164285,9.875049946,-19.82164543,36.88004992
5.196630629,10.76822433,16.44527083,-26.40424688,-3.819523997,9.669780206,12.81442146,5.426641137,22.77428244,-3.820137727,9.876903221,-19.80952437,36.88127871
24.14277697,12.2603153,13.94166677,-20.15258182,-0.730768494,8.682817651,11.79700239,5.214668524,22.75234637,-3.841963472,9.878605518,-19.79739314,36.88250743
32.50588842,11.97407972,7.781519974,-12.91823734,2.369675232,7.618884748,10.72015414,4.988036743,22.71400871,-3.862651534,9.880156831,-19.78525173,36.88373608
24.49869387,9.058295473,-0.562700647,-4.844163175,5.393213028,6.489234141,9.589228449,4.747456039,22.65953309,-3.882211927,9.881557153,-19.77310014,36.88496465
15.00436825,4.036154932,-9.154142523,3.787446723,8.251250744,5.305118474,8.409577045,4.49363666,22.58918311,-3.900654664,9.88280648,-19.76093838,36.88619314
9.51950733,-2.133619768,-16.10178829,12.76128301,10.85475095,4.078233667,7.186551663,4.227288853,22.5032224,-3.91798976,9.883904811,-19.74876643,36.88742156
-0.349001975,-8.042597641,-19.56671578,21.91413155,13.11290313,2.822048736,5.925504038,3.949122863,22.40191458,-3.934227227,9.884852142,-19.73658432,36.8886499
-17.89219766,-12.8105315,-17.73454192,31.02342601,14.93445348,1.550475973,4.631785902,3.659848939,22.28552325,-3.94937708,9.885648474,-19.72439203,36.88987817
-38.26872258,-13.99089459,-9.37750452,39.25454622,16.22814819,0.277427669,3.310748991,3.360177325,22.15431205,-3.963449384,9.886293857,-19.71218958,36.89110636
-47.12254352,-6.803791024,3.063370961,45.61361446,16.90273348,-0.983183884,1.967745036,3.05081827,22.00854458,-3.976454464,9.886788601,-19.69997697,36.89233447
-10.54056235,6.7535827,15.11708655,49.10675301,16.86866223,-2.219153085,0.608125772,2.732482019,21.84848447,-3.988402879,9.887133251,-19.6877542,36.89356251
49.15323096,14.16283392,22.02092851,48.70801814,16.07528343,-3.425104412,-0.762757067,2.40587882,21.67439533,-3.999305238,9.887328402,-19.67552127,36.89479047
-42.85415232,5.64969907,20.37440262,43.65585222,14.60193012,-4.597382317,-2.139551748,2.071718919,21.48654078,-4.00917215,9.887374647,-19.6632782,36.89601836
-49.90758472,-8.037680358,12.22589259,34.72723238,12.56000467,-5.732334578,-3.516906538,1.730712562,21.28518443,-4.018014222,9.887272578,-19.65102497,36.89724616
-31.94282351,-13.92514779,0.986001602,23.09178596,10.06090947,-6.826308969,-4.889469702,1.383569997,21.07058992,-4.025842062,9.88702279,-19.6387616,36.8984739
-6.653255421,-12.30749328,-10.04809105,9.919140277,7.216046873,-7.875653266,-6.251889508,1.03100147,20.84302084,-4.032666278,9.886625876,-19.62648809,36.89970155
11.30251116,-7.115598627,-18.3278927,-3.621077344,4.136819274,-8.876715245,-7.598814221,0.673717228,20.60274083,-4.038497479,9.886082428,-19.61420444,36.90092913
23.27318412,-1.055724244,-22.79684831,-16.35923958,0.934629043,-9.825842682,-8.924892108,0.312427517,20.35001349,-4.043346271,9.88539304,-19.60191065,36.90215663
34.65996134,4.160494848,-23.60551825,-27.1257191,-2.279121441,-10.71938335,-10.22477144,-0.052157415,20.08510245,-4.047223264,9.884558306,-19.58960674,36.90338406
39.78251721,7.792950997,-21.53379812,-34.90155725,-5.393029804,-11.55368503,-11.49310047,-0.419327323,19.80827132,-4.050139065,9.883578819,-19.5772927,36.9046114
42.22136581,9.467133174,-17.26368865,-39.35212649,-8.295693668,-12.32509549,-12.72452748,-0.78837196,19.51978373,-4.052104282,9.882455171,-19.56496853,36.90583867
41.28913391,9.45942231,-11.24567784,-40.66726575,-10.87576164,-13.02996251,-13.91370072,-1.158581078,19.21990328,-4.053129523,9.881187958,-19.55263425,36.90706587
38.07317898,8.157039681,-4.027268679,-39.30673311,-13.03051919,-13.66463387,-15.05526848,-1.529244431,18.9088936,-4.053225397,9.879777771,-19.54028985,36.90829298
31.37050071,6.915781337,3.525073918,-35.76514764,-14.70164589,-14.22545734,-16.143879,-1.899651773,18.5870183,-4.05240251,9.878225204,-19.52793534,36.90952002
22.45555991,6.126042496,10.51083279,-30.49106073,-15.88489699,-14.70878069,-17.17418057,-2.269092856,18.25454101,-4.050671472,9.876530851,-19.51557072,36.91074698
13.01603216,6.012109065,16.2223853,-23.90962264,-16.59942893,-15.11095171,-18.14082143,-2.636857435,17.91172533,-4.048042889,9.874695304,-19.50319599,36.91197387
3.571795673,5.913250289,20.48492286,-16.44278613,-16.8676531,-15.42826064,-19.03844988,-3.002235262,17.55883489,-4.044527372,9.872719157,-19.49081116,36.91320067
-4.636083178,5.047612845,23.23357129,-8.512504005,-16.71189944,-15.65707921,-19.86171415,-3.364516091,17.19613331,-4.040135541,9.87060302,-19.47841623,36.9144274
-10.10409059,2.389920933,24.42443143,-0.540729042,-16.15330908,-15.79496796,-20.60526254,-3.722989675,16.82388419,-4.034878072,9.868347549,-19.46601121,36.91565405
-11.98690028,-2.621821727,24.20154539,7.057552748,-15.21271156,-15.83973641,-21.26380586,-4.076945768,16.44235117,-4.028765649,9.865953417,-19.4535961,36.91688062
-11.4761275,-7.84548081,21.99431994,13.93480157,-13.90875534,-15.79097084,-21.8324593,-4.425674122,16.05179785,-4.02180896,9.863421296,-19.44117089,36.91810712
-10.16213101,-10.25866972,16.61119544,19.89293533,-12.25136455,-15.65624483,-22.30707512,-4.768464491,15.65248786,-4.01401869,9.860751857,-19.42873561,36.91933353
-10.12165574,-6.613154465,7.195851418,24.68917149,-10.24828219,-15.4448262,-22.68399238,-5.104606629,15.24468481,-4.005405527,9.857945772,-19.41629024,36.92055987
-9.588104034,1.163504491,-5.025846526,27.98099337,-7.907251296,-15.16540365,-22.96012928,-5.433390288,14.82865233,-3.995980156,9.855003713,-19.4038348,36.92178613
-2.750855759,7.40834515,-16.37567661,29.4049071,-5.236014891,-14.82595819,-23.1331117,-5.754105222,14.40465401,-3.985753264,9.85192635,-19.39136928,36.92301231
7.750204935,8.176340721,-23.12284797,28.60592486,-2.250822009,-14.43371628,-23.20132011,-6.066041185,13.9729535,-3.974735536,9.848714357,-19.37889369,36.92423841
8.27588887,7.259078553,-24.29387884,25.2820631,0.97907402,-13.99498683,-23.16404451,-6.368495899,13.5338144,-3.96293766,9.845368403,-19.36640804,36.92546444
4.198459591,6.5298963,-20.60886514,19.37613989,4.299992877,-13.51450252,-23.02208023,-6.660838002,13.08750033,-3.950370322,9.841889162,-19.35391232,36.92669038
0.276664218,5.197196686,-13.36737994,11.52788211,7.539273998,-12.99492214,-22.7780953,-6.942637336,12.63427491,-3.937044207,9.838277304,-19.34140654,36.92791625
-1.708137649,1.964511713,-3.652832565,2.683111075,10.52425682,-12.43729488,-22.43615126,-7.213679836,12.17440175,-3.922970003,9.834533502,-19.32889071,36.92914204
-1.946570551,-3.138466057,6.960761322,-6.175921948,13.08228078,-11.84236111,-22.00045416,-7.473915707,11.70814448,-3.908158395,9.830658426,-19.31636482,36.93036774
-0.975190212,-8.429966774,16.42323994,-14.06696568,15.04068531,-11.21086123,-21.47513217,-7.723373042,11.2357667,-3.89262007,9.826652749,-19.30382889,36.93159337
0.34203694,-11.90093016,22.60456177,-20.00776885,16.22680986,-10.54353563,-20.86430119,-7.962092229,10.75753205,-3.876365714,9.822517142,-19.29128291,36.93281892
1.426430431,-11.96962423,23.71350276,-23.0328553,16.46797916,-9.841109996,-20.17210161,-8.190089123,10.27370414,-3.859406014,9.818252277,-19.27872689,36.9340444
1.26300529,-8.639268416,19.5183723,-22.53308643,15.64859147,-9.10332348,-19.40277196,-8.407281463,9.784546574,-3.841751655,9.813858825,-19.26616083,36.93526979
-0.638794237,-2.401523046,11.43297485,-19.07606426,13.88566481,-8.327277832,-18.56057532,-8.613562458,9.290322984,-3.823413324,9.809337458,-19.25358474,36.9364951
-2.775871284,5.09634245,1.354248439,-13.53069567,11.36977064,-7.513500385,-17.64977472,-8.808825317,8.791296984,-3.804401708,9.804688848,-19.24099861,36.93772033
-4.226911208,11.80926201,-8.78129006,-6.768904527,8.295585687,-6.663606812,-16.67463323,-8.99296325,8.28773219,-3.784727493,9.799913666,-19.22840246,36.93894549
-4.650989394,15.5552782,-17.03984238,0.337385318,4.857786687,-5.779212782,-15.63941391,-9.165869464,7.779892222,-3.764401364,9.795012584,-19.21579628,36.94017056
-2.775284235,14.09910069,-21.81720192,6.927277602,1.251050378,-4.861933968,-14.54837981,-9.327437169,7.268040696,-3.743434009,9.789986273,-19.20318009,36.94139556
1.621187343,7.542156488,-22.87154847,12.26738364,-2.329946505,-3.913386042,-13.405794,-9.477559574,6.752441229,-3.721836113,9.784835406,-19.19055387,36.94262047
7.498916694,-2.470339125,-20.66961115,16.01956751,-5.690527226,-2.935184675,-12.21591952,-9.616129889,6.233357441,-3.699618363,9.779560653,-19.17791765,36.9438453
11.89857356,-12.36194753,-15.96546317,18.1376341,-8.642013488,-1.928945538,-10.98301945,-9.743041321,5.711052948,-3.676791446,9.774162687,-19.16527141,36.94507006
11.82689005,-18.51705152,-9.569054984,18.67080225,-11.04050465,-0.896284303,-9.711356829,-9.85818708,5.185791367,-3.653366047,9.768642179,-19.15261517,36.94629473
5.942874526,-18.93479268,-2.3078545,17.76947017,-12.84327945,0.161183359,-8.405194723,-9.961460376,4.657836317,-3.629352853,9.7629998,-19.13994892,36.94751933
-4.38121166,-14.07212302,5.025227815,15.65300108,-14.07768413,1.242944267,-7.068796189,-10.05275442,4.127451415,-3.60476255,9.757236223,-19.12727268,36.94874384
-15.70973571,-5.206864037,11.74477952,12.55280352,-14.78752022,2.35289521,-5.706424284,-10.13196241,3.594900279,-3.579605824,9.751352119,-19.11458644,36.94996827
-19.23050893,6.030593984,17.19140107,8.700286005,-15.01785649,3.496200246,-4.322342067,-10.19897757,3.060446527,-3.553893363,9.745348159,-19.1018902,36.95119263
-3.056835536,16.75535365,20.68675852,4.345791491,-14.8108777,4.675139407,-2.920812594,-10.2536931,2.524353776,-3.527635851,9.739225015,-19.08918398,36.9524169
21.30147005,22.05902777,21.4830696,-0.19088876,-14.19476086,5.877984978,-1.506098923,-10.29600221,1.986885643,-3.500843976,9.732983359,-19.07646778,36.95364109
-22.07594792,18.83913437,19.10815881,-4.610934106,-13.19413985,7.089466114,-0.082464113,-10.32579811,1.448305746,-3.473528423,9.726623863,-19.06374159,36.9548652
-20.70719789,11.49239951,14.17367479,-8.680803435,-11.83364855,8.294311969,1.345828778,-10.34297401,0.908877704,-3.44569988,9.720147197,-19.05100542,36.95608923
-10.23888538,3.039410179,7.560649888,-12.1802979,-10.1393261,9.477251698,2.774516694,-10.34742311,0.368865133,-3.417369032,9.713554035,-19.03825928,36.95731318
1.532392216,-5.379254727,0.150116427,-14.88359755,-8.142832769,10.62301446,4.199336576,-10.33903864,-0.171468349,-3.388546565,9.706845046,-19.02550317,36.95853705
13.18560577,-13.06858461,-7.176893253,-16.55858503,-5.882126217,11.7163294,5.616025366,-10.31770981,-0.711863099,-3.359243166,9.700020904,-19.01273709,36.95976084
21.46329295,-19.09713565,-13.53934682,-16.94516608,-3.423140996,12.74192568,7.020320007,-10.28330997,-1.252075378,-3.329469522,9.693082279,-18.99996105,36.96098454
24.76426668,-23.11973929,-18.05866426,-15.74565046,-0.866955317,13.68453245,8.40795744,-10.23570353,-1.791870352,-3.299236318,9.686029843,-18.98717505,36.96220817
21.87299391,-25.24380565,-19.78890797,-12.74789914,1.690470847,14.52887887,9.774674609,-10.17473515,-2.331032959,-3.268554241,9.678864268,-18.97437909,36.96343171
11.9739814,-25.88095309,-17.85154944,-8.171577181,4.156559154,15.25969409,11.11620846,-10.10024436,-2.869353266,-3.237433978,9.671586226,-18.96157318,36.96465517
-2.88008533,-24.64839092,-12.83078329,-2.606214304,6.438731263,15.86170726,12.42829592,-10.01207063,-3.406621388,-3.205886213,9.664196387,-18.94875732,36.96587855
-16.32364096,-20.51111179,-5.865995003,3.288754176,8.444408831,16.31964755,13.70667395,-9.910053433,-3.942627442,-3.173921635,9.656695424,-18.93593151,36.96710185
-23.94410419,-12.54573283,1.858038382,8.853892944,10.08101352,16.6182441,14.94707948,-9.79402697,-4.477166821,-3.141550929,9.649084009,-18.92309577,36.96832507
-19.50507044,-0.372694399,9.156539836,13.42976669,11.25596698,16.74222608,16.14524946,-9.663804319,-5.010056038,-3.108784781,9.641362813,-18.91025008,36.9695482
3.226915658,12.97051233,14.84473233,16.3569401,11.87669087,16.67628948,17.29695396,-9.519193283,-5.541116882,-3.075633878,9.633532507,-18.89739445,36.97077126
16.37375671,23.54794896,17.73783882,16.97597785,11.84804226,16.40763595,18.39802207,-9.360001664,-6.070171142,-3.042108905,9.625593763,-18.8845289,36.97199423
17.27902704,26.46252798,16.50288662,14.87132473,11.10560188,15.93686113,19.44395809,-9.186037262,-6.597040608,-3.008220551,9.617547253,-18.87165342,36.97321712
20.04156904,17.84596866,10.07213602,10.60294582,9.746314192,15.27873943,20.42989573,-8.997107879,-7.121547071,-2.973979499,9.609393649,-18.85876801,36.97443992
12.29920675,-1.160531431,0.661714332,4.974686306,7.90810575,14.45104505,21.35077973,-8.793021316,-7.643512319,-2.939396438,9.601133622,-18.84587268,36.97566265
-18.72436156,-19.22966461,-8.654235479,-1.209608629,5.7289031,13.47131258,22.20179446,-8.573585538,-8.162757982,-2.904482053,9.592767843,-18.83296743,36.97688529
0.961839635,-25.52140044,-14.80157044,-7.146093808,3.34663279,12.35617577,22.97902516,-8.338609859,-8.679104335,-2.869247031,9.584296985,-18.82005227,36.97810785
7.96207075,-23.23218134,-15.57295966,-12.03092405,0.899221366,11.12039635,23.68042905,-8.087913653,-9.192361596,-2.833702057,9.575721719,-18.8071272,36.97933033
9.309811871,-15.61598249,-12.14004984,-15.22296345,-1.475404624,9.778293923,24.30440549,-7.821345276,-9.702311001,-2.797857819,9.567042716,-18.79419222,36.98055272
13.39246322,-4.696132633,-6.172714471,-16.74741589,-3.639318632,8.344188101,24.84935384,-7.538760153,-10.20872671,-2.761725002,9.558260648,-18.78124734,36.98177503
11.56098486,8.254918244,0.809454494,-16.85399067,-5.454808856,6.832398491,25.31367345,-7.240021881,-10.71137473,-2.725314293,9.549376188,-18.76829256,36.98299726
-6.036019189,20.52707623,7.302367797,-15.7774368,-6.814626474,5.257244699,25.69576369,-6.925026738,-11.20998837,-2.688636379,9.540390006,-18.75532788,36.98421941
-9.511629489,22.41193198,11.80193619,-13.63294936,-7.731076611,3.633046333,25.9940239,-6.593679172,-11.70429276,-2.651701944,9.531302774,-18.74235331,36.98544147
-4.731749086,12.07859221,13.15937682,-10.50394645,-8.248241346,1.974123002,26.20685346,-6.245883632,-12.19401306,-2.614521677,9.522115164,-18.72936885,36.98666345
2.067509305,-3.494852321,11.62326462,-6.455134712,-8.405046368,0.294794311,26.33265171,-5.881554394,-12.67886458,-2.577106262,9.512827847,-18.7163745,36.98788535
5.757882448,-16.11346673,7.80538743,-1.560647181,-8.238471539,-1.39104606,26.36983536,-5.500662407,-13.15852331,-2.539466387,9.503441495,-18.70337028,36.98910716
3.227907474,-19.25911653,2.721494799,3.701421386,-7.784004946,-3.070996209,26.31691651,-5.103283823,-13.63265543,-2.501612737,9.49395678,-18.69035617,36.99032889
-1.769604618,-12.46852984,-2.511426529,8.692327835,-7.077811877,-4.731977032,26.17257036,-4.689667009,-14.10091801,-2.463556,9.484374373,-18.67733219,36.99155054
-3.703934629,-0.798698164,-6.999515269,12.75880959,-6.157290953,-6.359676092,25.93570693,-4.260325206,-14.56293806,-2.42530686,9.474694946,-18.66429834,36.9927721
1.286196941,8.162237961,-9.905876287,15.245159,-5.060096141,-7.939525606,25.60549857,-3.816018129,-15.01835844,-2.386876006,9.46491917,-18.65125462,36.99399358
2.46524055,12.78296702,-10.40329565,15.50829359,-3.826825363,-9.456957789,25.18142047,-3.35780209,-15.46682828,-2.348274122,9.455047718,-18.63820103,36.99521498
-2.066875175,14.60669932,-7.947278465,13.19833791,-2.508643777,-10.89732562,24.66315176,-2.886937338,-15.90799669,-2.309511896,9.44508126,-18.62513759,36.99643629
-0.449942635,10.71870995,-3.065047403,8.872583072,-1.15521547,-12.24527588,24.05040851,-2.404721054,-16.34151278,-2.270600013,9.435020468,-18.61206428,36.99765752
0.642224092,2.911113728,2.701470151,3.388919014,0.183446923,-13.48381898,23.34290677,-1.912450414,-16.76702567,-2.231549159,9.424866015,-18.59898113,36.99887866
0.97630457,-5.65835182,7.331897101,-2.332430962,1.45694149,-14.59557605,22.54036261,-1.411422599,-17.18418448,-2.192370022,9.414618571,-18.58588812,37.00009972
-0.498702928,-10.60082471,8.715410213,-7.344240572,2.614866315,-15.56316823,21.64249208,-0.902934786,-17.59263833,-2.153073288,9.404278809,-18.57278527,37.0013207
-0.788058662,-8.571266121,5.493110149,-10.88312574,3.606819486,-16.36921666,20.64901124,-0.388284156,-17.99203632,-2.113669642,9.3938474,-18.55967257,37.00254159
0.452080669,-1.482838812,-0.540392399,-12.84011439,4.383987908,-16.99793129,19.55963617,0.131232114,-18.38202757,-2.074169771,9.383325015,-18.54655003,37.0037624
0.254205957,5.488103356,-5.974099673,-13.26772642,4.903562175,-17.43987736,18.3740829,0.654316844,-18.7622612,-2.034584362,9.372712326,-18.53341766,37.00498312
0.531359423,7.034470657,-7.622165462,-12.28454376,5.135719814,-17.68720893,17.09206752,1.179672857,-19.13238633,-1.9949241,9.362010005,-18.52027546,37.00620376
0.833347749,3.037489037,-4.543429519,-10.25932809,5.101421429,-17.73308661,15.71331517,1.706002972,-19.49205207,-1.955199673,9.351218723,-18.50712342,37.00742431
0.260583795,-2.63169071,0.854355269,-7.550940202,4.834780237,-17.57594192,14.23815046,2.232010011,-19.84090754,-1.915421765,9.340339153,-18.49396156,37.00864478
-1.436463207,-4.693750894,5.436951237,-4.498898512,4.372552375,-17.22075765,12.66972552,2.756396795,-20.17860184,-1.875601065,9.329371965,-18.48078988,37.00986516
0.578407453,-0.740564434,6.785579851,-1.442721453,3.752175556,-16.67635415,11.01434849,3.277866146,-20.50478411,-1.835748257,9.318317831,-18.46760838,37.01108546
1.612726451,3.341204426,5.326766227,1.326230257,3.011087488,-15.95361163,9.280387344,3.795120884,-20.81910345,-1.795874028,9.307177423,-18.45441707,37.01230568
-1.620521593,1.752426225,2.098175452,3.7124672,2.186725881,-15.06454811,7.477347878,4.306863831,-21.12120898,-1.755989065,9.295951413,-18.44121594,37.01352581
-0.756629363,-0.878657664,-1.592740464,5.681619506,1.316528447,-14.02180974,5.61536402,4.811797808,-21.41074981,-1.716104054,9.284640472,-18.42800501,37.01474585
0.505859994,-1.82476078,-4.467564594,7.202557762,0.437932896,-12.83840642,3.70493344,5.308625636,-21.68737507,-1.676229681,9.273245272,-18.41478427,37.01596581
0.98284536,-1.508768256,-5.862150448,8.245171473,-0.412641977,-11.5275731,1.756778869,5.796050137,-21.95073386,-1.636376633,9.261766484,-18.40155374,37.01718568
